Date,Day,Hour,Minute,Mean Activity (g),Asleep (proportion),Wearing (proportion),Sedentary Activity (proportion),Light Activity (proportion),Moderate Activity (proportion),Vigorous Activity (proportion),Steps (average per min)
2018-03-13T19:00:00.000Z,1,43,2580,0.037088983117913206,0,1,0.9166666666666666,0.016666666666666666,0.06666666666666667,0,12.333333333333334
2018-03-13T20:00:00.000Z,1,44,2640,0.045641733504210906,0,1,0.8,0.03333333333333333,0.16666666666666666,0,19.866666666666667
2018-03-13T21:00:00.000Z,1,45,2700,0.09413599950882295,0,1,0.4833333333333333,0.16666666666666666,0.35,0,32.5
2018-03-13T22:00:00.000Z,1,46,2760,0.08561541647650302,0,1,0.5,0.11666666666666668,0.38333333333333336,0,24.133333333333333
2018-03-13T23:00:00.000Z,1,47,2820,0.010449683297095664,0.4098360655737705,0.5,0.9666666666666668,0,0.03333333333333333,0,3.25
2018-03-14T00:00:00.000Z,2,48,2880,0.0005589500016261203,0.9838709677419356,0,1,0,0,0,0
2018-03-14T01:00:00.000Z,2,49,2940,0.0005034833307339189,0.3770491803278688,0,1,0,0,0,0
2018-03-14T02:00:00.000Z,2,50,3000,0.0005125333317361462,0,0,1,0,0,0,0
2018-03-14T03:00:00.000Z,2,51,3060,0.000579933333695711,0.8125,0,1,0,0,0,0
2018-03-14T04:00:00.000Z,2,52,3120,0.0005431000022023606,0.9833333333333332,0,1,0,0,0,0
2018-03-14T05:00:00.000Z,2,53,3180,0.0006260999987716786,0.625,0,1,0,0,0,0
2018-03-14T06:00:00.000Z,2,54,3240,0.0007815500032544757,0.578125,0,1,0,0,0,0
2018-03-14T07:00:00.000Z,2,55,3300,0.0009290666658974564,1,0.5,1,0,0,0,0
2018-03-14T08:00:00.000Z,2,56,3360,0.04263949984451756,0.6,1,0.7833333333333333,0.08333333333333333,0.13333333333333333,0,16.683333333333334
2018-03-14T09:00:00.000Z,2,57,3420,0.0821003656834364,0,1,0.6333333333333333,0.1,0.26666666666666666,0,28.616666666666667
2018-03-14T10:00:00.000Z,2,58,3480,0.0834187836619094,0,1,0.5166666666666667,0.26666666666666666,0.21666666666666667,0,26.116666666666667
2018-03-14T11:00:00.000Z,2,59,3540,0.11537060024371992,0,1,0.2,0.25,0.55,0,43.55
2018-03-14T12:00:00.000Z,2,60,3600,0.08095866694735984,0,1,0.5833333333333334,0.13333333333333333,0.2833333333333333,0,27.516666666666666
2018-03-14T13:00:00.000Z,2,61,3660,0.028890900127589703,0,1,0.9833333333333332,0.016666666666666666,0,0,5.85
2018-03-14T14:00:00.000Z,2,62,3720,0.06552041679775963,0,1,0.6666666666666666,0.25,0.08333333333333333,0,23.916666666666668
2018-03-14T15:00:00.000Z,2,63,3780,0.07338833292790999,0,1,0.6666666666666666,0.1,0.2333333333333333,0,29.4
2018-03-14T16:00:00.000Z,2,64,3840,0.03247111659729853,0,1,0.9333333333333332,0.03333333333333333,0.03333333333333333,0,9.083333333333334
2018-03-14T17:00:00.000Z,2,65,3900,0.09536093343049289,0,1,0.6333333333333333,0.06666666666666667,0.3,0,33.916666666666664
2018-03-14T18:00:00.000Z,2,66,3960,0.10041641673694054,0,1,0.6666666666666666,0.05,0.25,0.03333333333333333,33.88333333333333
2018-03-14T19:00:00.000Z,2,67,4020,0.2303615171462297,0,1,0.11666666666666668,0.1,0.6833333333333333,0.1,74.86666666666666
2018-03-14T20:00:00.000Z,2,68,4080,0.14223328371687485,0,1,0.31666666666666665,0.15,0.4833333333333333,0.05,46.583333333333336
2018-03-14T21:00:00.000Z,2,69,4140,0.0521331333865722,0,1,0.85,0.05,0.1,0,14.5
2018-03-14T22:00:00.000Z,2,70,4200,0.01466739991301438,0.5409836065573771,1,0.9333333333333332,0.016666666666666666,0.05,0,3.333333333333333
2018-03-14T23:00:00.000Z,2,71,4260,0.003634766671651353,0,0.5,1,0,0,0,0
2018-03-15T00:00:00.000Z,3,72,4320,0.0035350000058921678,0.6885245901639344,0,1,0,0,0,0
2018-03-15T01:00:00.000Z,3,73,4380,0.003504600003361702,1,0,1,0,0,0,0
2018-03-15T02:00:00.000Z,3,74,4440,0.003449500002898276,1,0,1,0,0,0,0
2018-03-15T03:00:00.000Z,3,75,4500,0.0033995833441925545,0.6935483870967742,0,1,0,0,0,0
2018-03-15T04:00:00.000Z,3,76,4560,0.003368483336331944,0.6833333333333333,0,1,0,0,0,0
2018-03-15T05:00:00.000Z,3,77,4620,0.003366300005776187,0,0,1,0,0,0,0
2018-03-15T06:00:00.000Z,3,78,4680,0.0033825499975743394,0,0.5,1,0,0,0,0
2018-03-15T07:00:00.000Z,3,79,4740,0.0033706166626264653,0,1,1,0,0,0,0
2018-03-15T08:00:00.000Z,3,80,4800,0.01649058288312517,0,1,0.9166666666666666,0.03333333333333333,0.05,0,3.75
2018-03-15T09:00:00.000Z,3,81,4860,0.08681783334274466,0,1,0.55,0.1,0.35,0,26.5
