hourinweek,Female Mean Activity (g),Male Mean Activity (g),Female Asleep (proportion),Male Asleep (proportion),Female Steps (average per min),Male Steps (average per min),Female Sedentary Activity (proportion),Male Sedentary Activity (proportion),Female Light Activity (proportion),Male Light Activity (proportion),Female Moderate Activity (proportion),Male Moderate Activity (proportion),Female Vigorous Activity (proportion),Male Vigorous Activity (proportion)
104,0.04499820900143725,0.03736793567213604,0.26901373026619907,0.3164984437437344,15.180285343709466,12.033986928104571,0.807230869001297,0.8562091503267971,0.05288586251621268,0.03411764705882354,0.1358300907911804,0.10568627450980396,0.0040531776913099865,0.003986928104575164
105,0.04695193063204349,0.04221648298798394,0.21463073966196683,0.2411331659593345,15.52172503242542,13.620130718954249,0.809727626459144,0.8410457516339866,0.053080415045395575,0.03915032679738562,0.13346303501945533,0.11620915032679742,0.003728923476005186,0.003594771241830064
106,0.048740745204377066,0.04661206529114485,0.18563951418460709,0.2218075564478228,16.466763942931255,14.74895424836601,0.8095654993514917,0.832287581699346,0.05168612191958496,0.04169934640522877,0.13524643320363172,0.12366013071895436,0.003501945525291827,0.002352941176470587
107,0.04407268498852538,0.041910019746605534,0.155597226833044,0.18841929991453865,14.848540856031123,13.327450980392152,0.8323605706874189,0.8567973856209148,0.05077821011673151,0.040718954248366,0.11523994811932552,0.09967320261437904,0.001621271076523995,0.002810457516339868
108,0.05557240596258616,0.05272202257900907,0.1470011805171363,0.17390998632342877,19.147503242542157,16.70248366013072,0.7729896238651104,0.8111764705882348,0.06326199740596627,0.0477124183006536,0.1606031128404669,0.13836601307189547,0.0031452658884565487,0.0027450980392156863
109,0.055550159888721126,0.056012680581839606,0.1430742166447216,0.17815626872040122,19.56280804150454,18.278300653594773,0.7679312581063555,0.7837254901960783,0.06559662775616083,0.05535947712418303,0.16452658884565496,0.15712418300653605,0.0019455252918287925,0.003790849673202613
110,0.05367466880260532,0.054915452657095264,0.15557236669828056,0.16443898240348245,18.762710765239948,16.813493644176827,0.7766536964980542,0.7974880345839125,0.06546692607003893,0.06012917502959183,0.15609597924773017,0.13851706036745395,0.001783398184176394,0.003865730019041736
111,0.05103657141527409,0.05640514436765998,0.15048713424183738,0.16240977182996005,17.48667466872976,17.91594488188976,0.7869711116673375,0.7785433070866136,0.0684718714208782,0.059776902887139056,0.142544238893819,0.15564304461942252,0.002012778017966085,0.006036745406824143
112,0.05472202798693223,0.05281682358663865,0.16796267688007704,0.1819160593751101,18.108512020792727,16.480118110236223,0.7687784275503577,0.7921259842519687,0.0712475633528265,0.05538057742782149,0.15454840805718006,0.14665354330708655,0.005425601039636127,0.005839895013123353
113,0.05342839918248996,0.05407616898804663,0.17924925964016403,0.1812735774132154,17.37329434697856,16.952690288713917,0.7725795971410012,0.7717847769028873,0.07053281351526966,0.06036745406824143,0.1522417153996102,0.16135170603674534,0.004645873944119558,0.006496062992125979
114,0.04959055761122461,0.05516856828972351,0.195263187490515,0.1794944857873552,16.085834957764778,16.781102362204724,0.7908382066276811,0.7677165354330708,0.07212475633528263,0.07040682414698156,0.13268356075373616,0.1560367454068241,0.004353476283300845,0.005839895013123355
115,0.04559252299908986,0.04857215270745647,0.19916608918618547,0.1939890665487844,14.255782975958416,14.958661417322835,0.811760883690709,0.7994750656167982,0.0698180636777128,0.06935695538057736,0.11478232618583492,0.12808398950131222,0.0036387264457439896,0.0030839895013123346
116,0.04002672383940672,0.04334546198168662,0.1985642150503145,0.21127092625022276,12.40298895386615,13.194094488188975,0.838336582196232,0.8274278215223099,0.06500974658869395,0.06259842519685034,0.09311241065627028,0.10780839895013113,0.003541260558804418,0.0021653543307086605
117,0.036823322954715465,0.04240455502979648,0.21600938018793087,0.2141477128568793,11.28680961663418,12.791666666666664,0.8539961013645232,0.8230314960629921,0.05679012345679013,0.06312335958005244,0.08739441195581545,0.11200787401574794,0.0018193632228719948,0.001837270341207348
118,0.033815828516055406,0.038564976952600825,0.2489157752946253,0.24481226635825684,10.13248862897986,10.588779527559051,0.8681286549707603,0.8610236220472439,0.04905782975958415,0.0467847769028871,0.08105912930474336,0.08904199475065608,0.0017543859649122803,0.003149606299212596
119,0.02641022377684217,0.034542722200420754,0.32636623760651,0.29180180263214217,7.561923326835606,9.04783464566929,0.900747238466536,0.8824803149606297,0.03843404808317087,0.03917322834645665,0.05912930474333984,0.07290026246719154,0.0016894087069525665,0.00544619422572178
120,0.016898871478242244,0.02523324825142744,0.4171709025320095,0.3342704748878862,4.673554256010396,6.561548556430448,0.9424951267056524,0.915551181102362,0.02296946068875893,0.03024934383202097,0.03372319688109163,0.05295275590551178,0.0008122157244964262,0.0012467191601049864
121,0.011583886614459964,0.017170374695633695,0.49348054070038455,0.4589996839882517,2.8631578947368417,4.378018372703412,0.9658544509421696,0.951312335958005,0.013027940220922676,0.014763779527559045,0.02082521117608837,0.033661417322834626,0.00029239766081871346,0.00026246719160104987
122,0.006765575830162257,0.011410446258211696,0.5322920596475692,0.5348230884308653,1.4076998050682263,2.90255905511811,0.9851202079272252,0.967322834645669,0.00627030539311241,0.008727034120734901,0.008576998050682261,0.023753280839894985,0.00003248862897985705,0.0001968503937007874
123,0.004661959893135589,0.007530963045610405,0.5620933553388345,0.5531998184926838,0.7268680961663417,1.5560367454068245,0.994314489928525,0.9805774278215224,0.0029564652371669915,0.007152230971128604,0.002696556205328135,0.012139107611548546,0.00003248862897985705,0.00013123359580052493
124,0.004212881923104242,0.004934333754671031,0.5473237874444083,0.5489436079587994,0.5691682910981157,0.8280183727034125,0.9960363872644572,0.9935695538057748,0.00198180636777128,0.002427821522309711,0.001949317738791423,0.004002624671916009,0.00003248862897985705,0
125,0.004527596078323055,0.004803800058530852,0.5475892685103493,0.5575274593295639,0.7002599090318391,0.6929133858267716,0.9935022742040284,0.9940288713910768,0.0021767381416504224,0.002624671916010496,0.004320987654320987,0.0033464566929133827,0,0
126,0.00958352399685827,0.009336353081012832,0.5046622689219287,0.516006862487509,2.166601689408707,1.65734908136483,0.9717673814165037,0.981167979002624,0.009486679662118256,0.006364829396325456,0.016114359974009097,0.009645669291338576,0.002631578947368421,0.002821522309711283
127,0.01573563369336087,0.010171204221855086,0.42835842833764737,0.4768791051066464,4.635834957764782,2.4427821522309707,0.9310266406757624,0.9703412073490816,0.024918778427550345,0.012401574803149596,0.04294996751137101,0.017060367454068227,0.0011046133853151396,0.0001968503937007874
128,0.025332281801091337,0.02042512421740748,0.3621492540328044,0.4004096865021343,7.686192332683562,5.709973753280837,0.8876218323586748,0.9163385826771652,0.03957115009746589,0.030774278215223067,0.07128005198180637,0.05157480314960626,0.0015269655620532812,0.0013123359580052491
129,0.03695881354122273,0.03433143504266621,0.2817659744803765,0.3481591171584673,11.105360623781676,10.150853018372704,0.8351526965562057,0.8465879265091864,0.05844704353476283,0.05039370078740154,0.1016894087069526,0.0988188976377952,0.004710851202079272,0.004199475065616795
130,0.04298479355919639,0.04089248896827929,0.22019393506397317,0.290872698723364,13.72719298245614,12.213517060367453,0.8000000000000006,0.8190944881889763,0.0749512670565302,0.06220472440944877,0.12235217673814164,0.11509186351706026,0.002696556205328135,0.003608923884514433
131,0.05088310741637337,0.04302422996820892,0.19501710551728585,0.2435690741083734,16.457472384665365,12.54402887139107,0.7683560753736195,0.8224409448818897,0.08193632228719948,0.06115485564304458,0.1443794671864847,0.111023622047244,0.005328135152696556,0.005380577427821518
132,0.047041184029308,0.04645448231533277,0.187643457695807,0.23444858867942733,15.60334632878492,14.15242782152231,0.7777128005198185,0.8081364829396324,0.08820662768031187,0.06246719160104983,0.1325860948667966,0.12467191601049855,0.0014944769330734243,0.004724409448818894
133,0.05023820816683246,0.04379788575074477,0.17303403557056812,0.22204957025855576,16.587426900584795,13.160564304461946,0.7683560753736196,0.82257217847769,0.0857050032488629,0.06240157480314955,0.14398960363872643,0.11305774278215212,0.001949317738791423,0.001968503937007873
134,0.04595925431261005,0.04256119944751016,0.18186230038494527,0.21732812245358188,14.843372319688108,13.052559055118111,0.7970760233918135,0.8225721784776899,0.07693307342430147,0.0650918635170603,0.1239766081871345,0.10944881889763768,0.002014294996751137,0.0028871391076115468
135,0.04850418317793747,0.0444751808518372,0.1894978584780309,0.2326216643064859,15.69759584145549,13.133923884514436,0.7894411955815471,0.8209317585301832,0.07816764132553605,0.0579396325459317,0.12914230019493175,0.11515748031496056,0.003248862897985705,0.005971128608923881
136,0.04684046764607601,0.04567557516696931,0.1804973032325673,0.2283749445280075,15.168031189083816,13.350853018372703,0.7905782975958418,0.821850393700787,0.07803768680961662,0.05885826771653538,0.12920727745289148,0.11509186351706026,0.0021767381416504224,0.004199475065616797
137,0.048023722400023415,0.04668141466641621,0.1790774833570884,0.2103253042861253,15.624918778427558,14.128346456692912,0.7879467186484737,0.8070866141732281,0.0736842105263158,0.06240157480314954,0.13589993502274206,0.1236876640419946,0.002469135802469136,0.006824146981627291
138,0.04528609465045654,0.04741286488690676,0.19875135203040548,0.20323320990927904,14.62530864197531,14.383661417322838,0.8009096816114366,0.8034120734908139,0.07394411955815465,0.06417322834645663,0.12365172189733592,0.12427821522309696,0.0014944769330734243,0.008136482939632539
139,0.041021565828698585,0.04497160339686037,0.20466191649419904,0.2015255818270993,13.032521117608832,14.045538057742784,0.8293697205977913,0.8113517060367454,0.06725146198830408,0.0691601049868766,0.10162443144899284,0.11614173228346442,0.0017543859649122803,0.003346456692913384
140,0.038488030353657145,0.042850837553784965,0.2083425327352347,0.20357569495965305,12.157699805068226,12.664041994750653,0.8403508771929833,0.8337270341207346,0.06393762183235865,0.05971128608923879,0.09333983105912928,0.10255905511811012,0.0023716699155295643,0.004002624671916009
141,0.03519899696756105,0.043315086302472425,0.23204364089914228,0.21622665507516764,10.760656270305397,12.916994750656167,0.8632553606237815,0.8262467191601047,0.0534762833008447,0.0563648293963254,0.08076673164392463,0.11397637795275582,0.002501624431448993,0.003412073490813645
142,0.03359247714805622,0.03886067823189365,0.2392457779303723,0.2410783303486461,9.984048083170888,10.944422572178478,0.8689733593242359,0.8534120734908137,0.049545159194282005,0.053083989501312295,0.07855750487329434,0.08910761154855634,0.0029239766081871343,0.004396325459317583
143,0.028716924342556332,0.03362358230918681,0.2658682316880284,0.2777439020186131,8.137264457439894,9.216469816272967,0.8935022742040276,0.8786089238845142,0.03648473034437948,0.03943569553805771,0.06640675763482778,0.07854330708661411,0.003606237816764133,0.0034120734908136465
144,0.020672859836611678,0.02653407258292838,0.39022757130451,0.33420341546164944,5.889961013645224,6.685826771653543,0.9254385964912276,0.9172572178477684,0.028037686809616637,0.03234908136482936,0.044346978557504885,0.04665354330708659,0.0021767381416504224,0.0037401574803149584
145,0.013831580938807856,0.020116317549108306,0.4673108682048961,0.4089118616726015,3.7060103963612745,4.704199475065616,0.9541585445094208,0.9448162729658788,0.017056530214424943,0.01883202099737532,0.028460038986354755,0.03346456692913383,0.0003248862897985705,0.002887139107611547
146,0.008843911434579623,0.014586292451993114,0.5451356128481597,0.4540458573107851,1.9943469785575048,3.6455380577427823,0.9768356075373616,0.9547244094488188,0.008544509421702403,0.015879265091863503,0.013742690058479529,0.028674540682414675,0.0008771929824561403,0.0007217847769028871
147,0.005983294428756493,0.008489215521505385,0.5607187135407503,0.5235875379287928,1.1359974009096812,1.8094488188976368,0.9880441845354124,0.9796587926509186,0.004808317089018843,0.008727034120734901,0.00705003248862898,0.011614173228346451,0.00009746588693957116,0
148,0.004593913941178528,0.006346011468498553,0.5673408230808621,0.5466642171479072,0.6782651072124753,1.249343832020998,0.994054580896686,0.989107611548557,0.0025341130604288496,0.004658792650918632,0.003378817413905133,0.006233595800524931,0.00003248862897985705,0
149,0.0041882271762534295,0.005501657971387391,0.5687225313778639,0.5341561462466444,0.586647173489279,0.8687007874015745,0.9952891487979209,0.9916010498687668,0.002339181286549708,0.0026902887139107603,0.0023716699155295643,0.005511811023622044,0,0.0001968503937007874
150,0.006176307666481092,0.005438540335723706,0.519293142485862,0.5330761637911607,1.109714100064977,0.8839895013123356,0.9873944119558152,0.9921916010498696,0.00571799870045484,0.0031496062992125966,0.006660168940870695,0.004593175853018369,0.00022742040285899932,0.00006561679790026247
151,0.012172772943368751,0.0091741626790193,0.458881264097741,0.5018835626872236,3.3421052631578942,2.2353674540682418,0.9537361923326824,0.9706692913385824,0.01884340480831709,0.012860892388451436,0.027290448343079917,0.01614173228346456,0.0001299545159194282,0.0003280839895013124
152,0.023320768935744748,0.017554433276829765,0.3849164645156832,0.4222111069302183,7.094282001299543,4.858333333333334,0.8981806367771276,0.9306430446194224,0.036777128005198174,0.02519685039370077,0.06286549707602339,0.04304461942257214,0.0021767381416504224,0.0011154855643044615
153,0.0316527264675524,0.028469468960599733,0.3115092361865942,0.3602881198379545,9.900000000000002,8.34711286089239,0.8615334632878502,0.8816929133858264,0.05217673814165043,0.04002624671916007,0.08427550357374916,0.07696850393700781,0.002014294996751137,0.001312335958005249
154,0.03722689237703374,0.03622984909849687,0.2534876787435489,0.2728474287350118,12.075113710201425,10.56371391076116,0.8337231968810922,0.8519028871391074,0.06757634827810265,0.04862204724409445,0.09775828460038988,0.09396325459317575,0.0009421702404158544,0.005511811023622043
155,0.041339837646475246,0.04264698061855355,0.21599584069811853,0.24019922713742653,13.355198180636778,12.869881889763777,0.8166341780376872,0.819094488188976,0.06783625730994153,0.05925196850393695,0.11358024691358024,0.11758530183727026,0.001949317738791423,0.004068241469816269
156,0.045988036916741096,0.046437868607423466,0.18353294177730417,0.22245438537873552,15.00945419103314,14.398097112860894,0.7926900584795328,0.7963254593175854,0.07560103963612734,0.07034120734908131,0.12936972059779078,0.12854330708661407,0.002339181286549708,0.004790026246719157
157,0.0433000295039569,0.04508201526152552,0.18607667659552443,0.23159812816472836,13.888953866146846,14.118438320209975,0.8112085769980514,0.8059055118110233,0.07257959714100065,0.06850393700787395,0.1144249512670565,0.12349081364829392,0.0017868745938921377,0.002099737532808398
158,0.04058309668285092,0.04234384971241943,0.18448627541870963,0.230240986895818,13.49603638726446,12.933661417322831,0.8197205977907739,0.8288057742782153,0.0708576998050682,0.05787401574803144,0.10857699805068229,0.11082677165354315,0.0008447043534762832,0.002493438320209973
159,0.04102220980761186,0.042607834846210266,0.17902561903994035,0.2089022922614904,13.81590553169672,12.791404199475068,0.8190742517462638,0.8316929133858264,0.0661344115497076,0.05846456692913381,0.11384777046783626,0.10590551181102356,0.0009435662361923328,0.003937007874015746
160,0.04346427126889521,0.041942754714152354,0.18817539034690192,0.18694687534136448,13.86455078125,12.716994750656164,0.8148111979166667,0.8328083989501315,0.06451822916666666,0.05623359580052489,0.11861979166666668,0.10820209973753273,0.00205078125,0.0027559055118110223
161,0.04523140618256519,0.04536405523913564,0.18326197281170212,0.17388415968166906,14.066829427083333,13.553608923884516,0.81865234375,0.8169947506561678,0.06025390625,0.06010498687664037,0.11653645833333331,0.11896325459317572,0.004557291666666667,0.003937007874015745
162,0.04116128443003809,0.04362137524165107,0.1762176962059373,0.1895138833700955,13.295540364583331,13.141141732283463,0.8322591145833333,0.8244094488188977,0.06328125,0.06351706036745401,0.10240885416666666,0.1095800524934382,0.00205078125,0.002493438320209972
163,0.03761361782230547,0.04025707790586861,0.1738351595266493,0.19210035757584892,11.607552083333331,12.015091863517064,0.8542643229166667,0.8511811023622046,0.05869140625,0.05308398950131228,0.084375,0.0919291338582676,0.0026692708333333334,0.003805774278215219
164,0.03729584960432137,0.03840778495596102,0.17425172288050278,0.2027447840385048,11.2068359375,11.738320209973754,0.8587565104166667,0.8452099737532807,0.05654296875,0.0562335958005249,0.08248697916666667,0.0961286089238844,0.0022135416666666666,0.00242782152230971
165,0.032599389814368177,0.03252582842644257,0.18649591309870345,0.22272660536631023,9.724055989583333,9.140026246719165,0.8813151041666667,0.8850393700787401,0.04850260416666666,0.04055118110236216,0.06904296875,0.07171916010498681,0.0011393229166666667,0.002690288713910759
166,0.024611493765178828,0.02809476586711893,0.25459403910375344,0.25402206117895154,7.079622395833334,7.760695538057744,0.9163411458333334,0.9034776902887138,0.03746744791666667,0.03418635170603672,0.04580078125,0.06030183727034115,0.000390625,0.002034120734908136
167,0.02057357115034917,0.02023187307565096,0.3288208061643199,0.33051331841594533,5.663736979166667,5.266469816272967,0.9301106770833332,0.9403543307086611,0.02962239583333333,0.02526246719160103,0.03971354166666666,0.03379265091863515,0.0005533854166666667,0.0005905511811023622
