Date,Day,Hour,Minute,Mean Activity (g),Asleep (proportion),Wearing (proportion),Sedentary Activity (proportion),Light Activity (proportion),Moderate Activity (proportion),Vigorous Activity (proportion),Steps (average per min)
2018-03-12T00:00:00.000Z,0,0,0,0.04777092706628739,0.4179930795847751,0.6666666666666666,0.7847222222222222,0.08125,0.12916666666666668,0.004861111111111111,16.872916666666665
2018-03-13T00:00:00.000Z,1,24,1440,0.05385881737745674,0.3025499655410062,0.6875,0.75625,0.06805555555555555,0.17430555555555555,0.001388888888888889,18.33055555555556
2018-03-14T00:00:00.000Z,2,48,2880,0.05202503543754978,0.27541208791208793,0.6666666666666666,0.7701388888888889,0.06944444444444445,0.1527777777777778,0.007638888888888889,17.409027777777776
2018-03-08T14:00:00.000Z,3,86,5160,0.0495215603370323,0.1962681409813407,0.7293546148507981,0.7763888888888889,0.06736111111111111,0.15625,0,16.852083333333333
2018-03-09T00:00:00.000Z,4,96,5760,0.06411994994270774,0.11748445058742224,1,0.6944444444444444,0.09652777777777778,0.20694444444444443,0.0020833333333333333,21.686805555555555
2018-03-10T00:00:00.000Z,5,120,7200,0.0713737472208676,0.26221610461114936,0.6666666666666666,0.675,0.07708333333333334,0.22361111111111112,0.02430555555555556,22.02638888888889
2018-03-11T00:00:00.000Z,6,144,8640,0.02156539788134574,0.5107118175535591,0.6458333333333334,0.91875,0.02430555555555556,0.05694444444444444,0,7.050694444444445
